experiment,dataset,model,cond_class,stratum,base_correct,A_raw__D_all_num,A_raw__D_all_den,A_raw__D_paired_num,A_raw__D_paired_den,A_raw__D_clean_num,A_raw__D_clean_den,A_paired__D_all_num,A_paired__D_all_den,A_paired__D_paired_num,A_paired__D_paired_den,A_paired__D_clean_num,A_paired__D_clean_den,A_clean__D_all_num,A_clean__D_all_den,A_clean__D_paired_num,A_clean__D_paired_den,A_clean__D_clean_num,A_clean__D_clean_den,DF_raw__DD_all_num,DF_raw__DD_all_den,DF_raw__DD_moved_num,DF_raw__DD_moved_den,DF_raw__DD_clean_num,DF_raw__DD_clean_den,DF_moved__DD_all_num,DF_moved__DD_all_den,DF_moved__DD_moved_num,DF_moved__DD_moved_den,DF_moved__DD_clean_num,DF_moved__DD_clean_den,DF_clean__DD_all_num,DF_clean__DD_all_den,DF_clean__DD_moved_num,DF_clean__DD_moved_den,DF_clean__DD_clean_num,DF_clean__DD_clean_den,n_pairs
experiment_e5e_chartqa_full,ChartQA,qwen2.5-vl-7b-instruct,d,S0,wrong,0,143,0,143,0,143,0,143,0,143,0,143,0,143,0,143,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
experiment_e5e_chartqa_full,ChartQA,qwen2.5-vl-7b-instruct,m,S1,all,101,632,7,534,4,497,7,632,7,534,4,497,4,632,4,534,4,497,28,609,28,43,23,35,28,609,28,43,23,35,23,609,23,43,23,35,632
experiment_e5e_chartqa_full,ChartQA,qwen2.5-vl-7b-instruct,m,S1,correct,85,479,2,393,2,393,2,479,2,393,2,393,2,479,2,393,2,393,4,479,4,14,4,11,4,479,4,14,4,11,4,479,4,14,4,11,479
experiment_e5e_chartqa_full,ChartQA,qwen2.5-vl-7b-instruct,m,S1,wrong,16,132,5,120,2,89,5,132,5,120,2,89,2,132,2,120,2,89,24,130,24,29,19,24,24,130,24,29,19,24,19,130,19,29,19,24,132
experiment_e5e_tallyqa_full,TallyQA,llava-next-interleaved-7b,a,S1,all,5641,38245,879,33102,660,31727,879,38245,879,33102,660,31727,660,38245,660,33102,660,31727,2509,38211,2509,4324,2212,3819,2509,38211,2509,4324,2212,3819,2212,38211,2212,4324,2212,3819,38245
experiment_e5e_tallyqa_full,TallyQA,llava-next-interleaved-7b,a,S1,correct,3930,27036,383,23330,383,23330,383,27036,383,23330,383,23330,383,27036,383,23330,383,23330,1084,27036,1084,1734,1084,1575,1084,27036,1084,1734,1084,1575,1084,27036,1084,1734,1084,1575,27036
experiment_e5e_tallyqa_full,TallyQA,llava-next-interleaved-7b,a,S1,wrong,1707,11178,492,9741,275,8369,492,11178,492,9741,275,8369,275,11178,275,9741,275,8369,1425,11175,1425,2590,1128,2244,1425,11175,1425,2590,1128,2244,1128,11175,1128,2590,1128,2244,11178
experiment_e5e_tallyqa_full,TallyQA,llava-next-interleaved-7b,d,S0,all,0,38245,0,38245,0,38245,0,38245,0,38245,0,38245,0,38245,0,38245,0,38245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38245
experiment_e5e_tallyqa_full,TallyQA,llava-next-interleaved-7b,d,S0,correct,0,27036,0,27036,0,27036,0,27036,0,27036,0,27036,0,27036,0,27036,0,27036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27036
experiment_e5e_tallyqa_full,TallyQA,llava-next-interleaved-7b,d,S0,wrong,0,11178,0,11178,0,11178,0,11178,0,11178,0,11178,0,11178,0,11178,0,11178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11178
experiment_e5e_tallyqa_full,TallyQA,llava-next-interleaved-7b,m,S1,all,5174,38245,481,33102,319,31727,481,38245,481,33102,319,31727,319,38245,319,33102,319,31727,2156,38210,2156,3888,1915,3428,2156,38210,2156,3888,1915,3428,1915,38210,1915,3888,1915,3428,38245
experiment_e5e_tallyqa_full,TallyQA,llava-next-interleaved-7b,m,S1,correct,3732,27036,200,23330,200,23330,200,27036,200,23330,200,23330,200,27036,200,23330,200,23330,932,27036,932,1548,932,1374,932,27036,932,1548,932,1374,932,27036,932,1548,932,1374,27036
experiment_e5e_tallyqa_full,TallyQA,llava-next-interleaved-7b,m,S1,wrong,1440,11178,279,9741,119,8369,279,11178,279,9741,119,8369,119,11178,119,9741,119,8369,1224,11174,1224,2340,983,2054,1224,11174,1224,2340,983,2054,983,11174,983,2340,983,2054,11178
experiment_e5e_tallyqa_full,TallyQA,qwen2.5-vl-7b-instruct,a,S1,all,5142,38245,348,33104,236,32214,348,38245,348,33104,236,32214,236,38245,236,33104,236,32214,1110,38245,1110,2755,967,2417,1110,38245,1110,2755,967,2417,967,38245,967,2755,967,2417,38245
experiment_e5e_tallyqa_full,TallyQA,qwen2.5-vl-7b-instruct,a,S1,correct,4171,30704,150,26513,150,26513,150,30704,150,26513,150,26513,150,30704,150,26513,150,26513,470,30704,470,1273,470,1103,470,30704,470,1273,470,1103,470,30704,470,1273,470,1103,30704
experiment_e5e_tallyqa_full,TallyQA,qwen2.5-vl-7b-instruct,a,S1,wrong,971,7541,198,6591,86,5701,198,7541,198,6591,86,5701,86,7541,86,6591,86,5701,640,7541,640,1482,497,1314,640,7541,640,1482,497,1314,497,7541,497,1482,497,1314,7541
experiment_e5e_tallyqa_full,TallyQA,qwen2.5-vl-7b-instruct,d,S0,all,0,38245,0,38245,0,38245,0,38245,0,38245,0,38245,0,38245,0,38245,0,38245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38245
experiment_e5e_tallyqa_full,TallyQA,qwen2.5-vl-7b-instruct,d,S0,correct,0,30704,0,30704,0,30704,0,30704,0,30704,0,30704,0,30704,0,30704,0,30704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30704
experiment_e5e_tallyqa_full,TallyQA,qwen2.5-vl-7b-instruct,d,S0,wrong,0,7541,0,7541,0,7541,0,7541,0,7541,0,7541,0,7541,0,7541,0,7541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7541
experiment_e5e_tallyqa_full,TallyQA,qwen2.5-vl-7b-instruct,m,S1,all,5157,38245,354,33104,231,32214,354,38245,354,33104,231,32214,231,38245,231,33104,231,32214,1143,38245,1143,2791,989,2451,1143,38245,1143,2791,989,2451,989,38245,989,2791,989,2451,38245
experiment_e5e_tallyqa_full,TallyQA,qwen2.5-vl-7b-instruct,m,S1,correct,4171,30704,139,26513,139,26513,139,30704,139,26513,139,26513,139,30704,139,26513,139,26513,471,30704,471,1249,471,1090,471,30704,471,1249,471,1090,471,30704,471,1249,471,1090,30704
experiment_e5e_tallyqa_full,TallyQA,qwen2.5-vl-7b-instruct,m,S1,wrong,986,7541,215,6591,92,5701,215,7541,215,6591,92,5701,92,7541,92,6591,92,5701,672,7541,672,1542,518,1361,672,7541,672,1542,518,1361,518,7541,518,1542,518,1361,7541
